# Untitled0,TW,TE,TAW,TP,RE_over_IN,RTHI,FRD,KCF1,KCF,RCFS,H,HI,FMY,KTHP,THETA_1,DELTA,DELTAstar__1,RE_over_FT,DELTA,N,H,THETA,DELTAstar,X
4.600000000000000000e+01,5.400000000000000000e+02,2.750000000000000000e+01,1.049900000000000091e+03,2.841000000000000227e+02,2.286300000000000000e+05,5.970000000000000000e+02,7.084000000000000019e-02,4.723980000000000068e+00,4.570600000000000218e-01,4.576299999999999812e-01,4.216129999999999711e+01,1.283900000000000041e+00,-1.820000000000000003e-03,2.890499999999999736e-01,3.309100000000000236e-02,2.164099999999999913e+00,1.395143999999999940e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.700000000000000000e+01,5.400000000000000000e+02,2.589999999999999858e+01,1.049700000000000045e+03,2.821000000000000227e+02,2.221670000000000000e+05,6.030000000000000000e+02,6.679999999999999827e-02,4.713449999999999918e+00,4.329899999999999860e-01,4.333799999999999875e-01,4.473490000000000322e+01,1.281199999999999894e+00,-1.940000000000000101e-03,2.865400000000000169e-01,3.604000000000000259e-02,2.499899999999999789e+00,1.612249000000000043e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.800000000000000000e+01,5.400000000000000000e+02,2.460000000000000142e+01,1.049500000000000000e+03,2.803999999999999773e+02,2.165020000000000000e+05,6.090000000000000000e+02,6.335999999999999965e-02,4.700090000000000323e+00,4.120099999999999874e-01,4.122799999999999798e-01,4.718419999999999703e+01,1.278899999999999926e+00,-2.040000000000000147e-03,2.855300000000000060e-01,3.898900000000000282e-02,2.856599999999999806e+00,1.839679999999999982e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.900000000000000000e+01,5.400000000000000000e+02,2.339999999999999858e+01,1.049400000000000091e+03,2.788999999999999773e+02,2.115420000000000000e+05,6.170000000000000000e+02,6.042000000000000148e-02,4.684529999999999639e+00,3.937300000000000244e-01,3.939099999999999824e-01,4.949309999999999832e+01,1.276599999999999957e+00,-2.119999999999999923e-03,2.857399999999999940e-01,4.190599999999999881e-02,3.229900000000000215e+00,2.074063999999999908e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+01,5.400000000000000000e+02,2.250000000000000000e+01,1.049299999999999955e+03,2.776000000000000227e+02,2.072100000000000000e+05,6.270000000000000000e+02,5.791999999999999926e-02,4.667270000000000252e+00,3.778000000000000247e-01,3.779199999999999782e-01,5.164869999999999806e+01,1.274599999999999955e+00,-2.190000000000000106e-03,2.869999999999999774e-01,4.476200000000000317e-02,3.615200000000000191e+00,2.311885000000000190e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.100000000000000000e+01,5.400000000000000000e+02,2.160000000000000142e+01,1.049200000000000045e+03,2.765000000000000000e+02,2.034380000000000000e+05,6.360000000000000000e+02,5.578999999999999931e-02,4.648979999999999890e+00,3.639499999999999957e-01,3.640200000000000102e-01,5.364059999999999917e+01,1.272799999999999931e+00,-2.249999999999999830e-03,2.890199999999999991e-01,4.752200000000000174e-02,4.006300000000000416e+00,2.549097999999999864e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.200000000000000000e+01,5.400000000000000000e+02,2.089999999999999858e+01,1.049099999999999909e+03,2.755000000000000000e+02,2.001690000000000000e+05,6.470000000000000000e+02,5.398000000000000020e-02,4.630160000000000053e+00,3.519300000000000206e-01,3.519800000000000151e-01,5.546079999999999899e+01,1.271099999999999897e+00,-2.309999999999999987e-03,2.916699999999999848e-01,5.015800000000000120e-02,4.397000000000000242e+00,2.781789999999999985e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.300000000000000000e+01,5.400000000000000000e+02,2.030000000000000071e+01,1.049000000000000000e+03,2.746999999999999886e+02,1.973520000000000000e+05,6.570000000000000000e+02,5.244000000000000050e-02,4.611449999999999605e+00,3.415599999999999747e-01,3.415900000000000047e-01,5.710419999999999874e+01,1.269600000000000062e+00,-2.350000000000000092e-03,2.946300000000000030e-01,5.263600000000000223e-02,4.779899999999999594e+00,3.005714000000000219e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.400000000000000000e+01,5.400000000000000000e+02,1.980000000000000071e+01,1.048900000000000091e+03,2.740000000000000000e+02,1.949440000000000000e+05,6.680000000000000000e+02,5.113999999999999796e-02,4.593280000000000030e+00,3.326799999999999757e-01,3.326899999999999857e-01,5.856750000000000256e+01,1.268299999999999983e+00,-2.390000000000000197e-03,2.977899999999999991e-01,5.492999999999999966e-02,5.147800000000000153e+00,3.217105999999999799e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000000e+01,5.400000000000000000e+02,1.939999999999999858e+01,1.048900000000000091e+03,2.733999999999999773e+02,1.929070000000000000e+05,6.780000000000000000e+02,5.006000000000000033e-02,4.576209999999999667e+00,3.251399999999999846e-01,3.251499999999999946e-01,5.984989999999999810e+01,1.267200000000000104e+00,-2.419999999999999842e-03,3.007500000000000173e-01,5.701099999999999918e-02,5.493000000000000327e+00,3.412110000000000198e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.600000000000000000e+01,5.400000000000000000e+02,1.910000000000000142e+01,1.048799999999999955e+03,2.728999999999999773e+02,1.912070000000000000e+05,6.870000000000000000e+02,4.916999999999999843e-02,4.560539999999999594e+00,3.188300000000000023e-01,3.188300000000000023e-01,6.095270000000000010e+01,1.266199999999999992e+00,-2.449999999999999921e-03,3.035100000000000020e-01,5.886199999999999766e-02,5.808799999999999741e+00,3.587776999999999994e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.700000000000000000e+01,5.400000000000000000e+02,1.880000000000000071e+01,1.048799999999999955e+03,2.723999999999999773e+02,1.898140000000000000e+05,6.960000000000000000e+02,4.843999999999999695e-02,4.546689999999999898e+00,3.136399999999999744e-01,3.136399999999999744e-01,6.187919999999999732e+01,1.265300000000000091e+00,-2.459999999999999947e-03,3.054600000000000093e-01,6.046100000000000085e-02,6.088899999999999757e+00,3.741296999999999873e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.800000000000000000e+01,5.400000000000000000e+02,1.860000000000000142e+01,1.048799999999999955e+03,2.721000000000000227e+02,1.886990000000000000e+05,7.030000000000000000e+02,4.785999999999999976e-02,4.534779999999999589e+00,3.094600000000000128e-01,3.094600000000000128e-01,6.263779999999999859e+01,1.264599999999999946e+00,-2.459999999999999947e-03,3.067799999999999971e-01,6.180499999999999883e-02,6.328800000000000203e+00,3.871363000000000110e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.900000000000000000e+01,5.400000000000000000e+02,1.839999999999999858e+01,1.048799999999999955e+03,2.718999999999999773e+02,1.878340000000000000e+05,7.090000000000000000e+02,4.741999999999999688e-02,4.525019999999999598e+00,3.062099999999999822e-01,3.062099999999999822e-01,6.323530000000000229e+01,1.264100000000000001e+00,-2.439999999999999895e-03,3.065300000000000247e-01,6.288900000000000046e-02,6.525500000000000078e+00,3.976805000000000145e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+01,5.400000000000000000e+02,1.830000000000000071e+01,1.048700000000000045e+03,2.716999999999999886e+02,1.871920000000000000e+05,7.140000000000000000e+02,4.708999999999999991e-02,4.517330000000000290e+00,3.037799999999999945e-01,3.037799999999999945e-01,6.368430000000000035e+01,1.263700000000000045e+00,-2.390000000000000197e-03,3.041400000000000214e-01,6.372400000000000286e-02,6.678600000000000314e+00,4.058207000000000342e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.100000000000000000e+01,5.400000000000000000e+02,1.819999999999999929e+01,1.048700000000000045e+03,2.715000000000000000e+02,1.867460000000000000e+05,7.180000000000000000e+02,4.685999999999999888e-02,4.511730000000000018e+00,3.020800000000000152e-01,3.020800000000000152e-01,6.399969999999999715e+01,1.263400000000000079e+00,-2.279999999999999909e-03,2.977500000000000147e-01,6.432200000000000417e-02,6.789100000000000357e+00,4.116610999999999798e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.200000000000000000e+01,5.400000000000000000e+02,1.810000000000000142e+01,1.048700000000000045e+03,2.715000000000000000e+02,1.864630000000000000e+05,7.200000000000000000e+02,4.671999999999999764e-02,4.507909999999999862e+00,3.009899999999999798e-01,3.009899999999999798e-01,6.420019999999999527e+01,1.263200000000000101e+00,-2.069999999999999792e-03,2.844099999999999961e-01,6.471599999999999575e-02,6.861699999999999910e+00,4.154772000000000354e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.300000000000000000e+01,5.400000000000000000e+02,1.810000000000000142e+01,1.048700000000000045e+03,2.713999999999999773e+02,1.863120000000000000e+05,7.220000000000000000e+02,4.664000000000000090e-02,4.505720000000000169e+00,3.003899999999999904e-01,3.003899999999999904e-01,6.430790000000000362e+01,1.263099999999999890e+00,-1.590000000000000050e-03,2.532099999999999906e-01,6.493400000000000560e-02,6.901900000000000368e+00,4.175791000000000253e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.400000000000000000e+01,5.400000000000000000e+02,1.810000000000000142e+01,1.048700000000000045e+03,2.713999999999999773e+02,1.862540000000000000e+05,7.220000000000000000e+02,4.660999999999999865e-02,4.504620000000000068e+00,3.001499999999999724e-01,3.001499999999999724e-01,6.434940000000000282e+01,1.262999999999999901e+00,-7.200000000000000453e-04,1.972099999999999964e-01,6.503100000000000547e-02,6.918999999999999595e+00,4.184700999999999560e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000000000e+01,5.400000000000000000e+02,1.810000000000000142e+01,1.048700000000000045e+03,2.713999999999999773e+02,1.862460000000000000e+05,7.230000000000000000e+02,4.660999999999999865e-02,4.503840000000000288e+00,3.000700000000000034e-01,3.000700000000000034e-01,6.435569999999999879e+01,1.262999999999999901e+00,0.000000000000000000e+00,1.500400000000000067e-01,6.507499999999999396e-02,6.925500000000000433e+00,4.187947000000000308e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
